1,4934210,256

9,6644736,256

17,5394736,256

15,1907894,260

11,7039473,261

12,6776315,263

19,5657894,264

18,6315789,264

16,4407894,266

5,7236842,266

10,6644736,266

2,4605263,268

3,5394736,269

7,4013157,270

6,6973684,270

8,4407894,271

0,6644736,271

4,3092105,272

13,7631578,273

14,5328947,274

1,8618421,276

9,2434210,277

17,6447368,277

15,6513157,278

11,7171052,279

12,5592105,280

19,5263157,280

18,4802631,280

16,6973684,280

5,4736842,280

10,6513157,280

2,8223684,284

3,7039473,284

7,5197368,286

6,7171052,287

8,3618421,288

0,6776315,290

4,3355263,290

13,6842105,291

14,3947368,291

1,6644736,292

9,4342105,293

17,5131578,293

15,6513157,296

11,4671052,296

12,5789473,297

19,6184210,299

18,4605263,300

16,5000000,300

5,6052631,300

10,6513157,304

2,6973684,307

3,5131578,307

7,6973684,309

6,5394736,309

8,5394736,309

0,7434210,310

4,4078947,311

13,6513157,312

14,6315789,313

1,6250000,313

9,4868421,313

17,5921052,313

15,5263157,317

11,6315789,317

12,6381578,317

19,6184210,318

18,4671052,319

16,9671052,320

5,6578947,321

10,2368421,323

2,6447368,325

3,4144736,326

7,6315789,330

6,4671052,330

8,6513157,331

0,5789473,331

4,4407894,332

13,5921052,332

14,3486842,332

1,7171052,332

9,4605263,332

17,6644736,335

15,5657894,338

11,7828947,340

12,4934210,340

19,4934210,341

18,7828947,342

16,6842105,343

5,5328947,343

10,8618421,343

2,4671052,344

3,7697368,345

7,7565789,348

6,7171052,349

8,3355263,349

0,5592105,350

4,5000000,351

13,4736842,353

14,3223684,353

1,6973684,355

9,5131578,356

17,6710526,356

15,4802631,359

11,8552631,359

12,4802631,360

19,6710526,361

18,7105263,361

16,4934210,362

5,7236842,362

10,7697368,363

2,5394736,366

3,6447368,367

7,7171052,370

6,6315789,370

8,4144736,372

0,4934210,373

4,4078947,373

13,4407894,374

14,6447368,375

1,5855263,376

9,7828947,376

17,6118421,378

15,8486842,380

11,4868421,381

12,7039473,382

19,6776315,383

18,5986842,385

16,5592105,385

5,7039473,385

10,6381578,385

2,6315789,386

3,5526315,386

7,4473684,390

6,6907894,390

8,5000000,391

0,5592105,393

4,5460526,393

13,9342105,394

14,4934210,394

1,5592105,394

9,4671052,394

17,6973684,394

15,5723684,394

11,6842105,394

12,3618421,396

19,7500000,396

18,6973684,396

16,4210526,396

5,4736842,396

10,5592105,399

2,7302631,401

3,7236842,401

7,4671052,402

6,4671052,402

8,6513157,404

0,6907894,405

4,3618421,406

13,3026315,408

14,5789473,409

1,7171052,410

9,5723684,410

17,5328947,411

15,5197368,413

11,6250000,413

12,8223684,413

19,8026315,414

18,7105263,414

16,5197368,414

5,4605263,414

10,7368421,414

2,4407894,416

3,5723684,416

7,4671052,416

6,5921052,417

8,2171052,417

0,5131578,418

4,5789473,419

13,7828947,420

14,4342105,420

1,7171052,421

9,4539473,422

17,3947368,422

15,6052631,424

11,6381578,424

12,6578947,424

19,6842105,424

18,5723684,424

16,4144736,426

5,6776315,427

10,5921052,427

2,5723684,428

3,4802631,428

7,6052631,431

6,5789473,431

8,6118421,431

0,6447368,431

4,4210526,432

13,7631578,432

14,1842105,433

1,7697368,435

9,4802631,435

17,4078947,438

15,4144736,442

11,1381578,443

12,7697368,444

19,5065789,446

18,6578947,447

16,4802631,448

5,5789473,448

10,4013157,448

2,5197368,449

3,5263157,449

7,5197368,449

6,5394736,449

8,7302631,454

0,6315789,456

4,6776315,457

13,4473684,457

14,4671052,459

1,3881578,460

9,5263157,460

17,7171052,463

15,2039473,464

11,7763157,465

12,5789473,466

19,1052631,466

18,6118421,466

16,5197368,466

5,5526315,467

10,3552631,469

2,8026315,470

3,4276315,470

7,6381578,474

6,8684210,474

8,6973684,475

0,8289473,475

4,3815789,476

13,7236842,477

14,5657894,479

1,5460526,480

9,4736842,480

17,6513157,480

15,10000000,484

11,5065789,484

12,5986842,484

19,8618421,486

18,6973684,486

16,7565789,488

5,5789473,488

10,6052631,490

2,6315789,490

3,9671052,490

7,6118421,491

6,6513157,492

8,6907894,492

0,9868421,494

4,7302631,495

13,6710526,496

14,5986842,496

1,8947368,497

9,5723684,497

17,6184210,498

15,5197368,500

11,6447368,501

12,6315789,501

19,2105263,501

18,5131578,501

16,6578947,501

5,7105263,501

10,8223684,502

2,6907894,503

3,6184210,503

7,6578947,505

6,4736842,505

8,7565789,505

0,5789473,506

4,9210526,506

13,6052631,508

14,6907894,508

1,5460526,509

9,4078947,510

17,5394736,511

15,4605263,515

11,8684210,515

12,4868421,516

19,5789473,518

18,2434210,519

16,7236842,520

5,7565789,520

10,8026315,520

2,5526315,522

3,7697368,523

7,4539473,528

6,3618421,528

8,6118421,528

0,8157894,528

